gene_id	test_unc_SRR1559191
RIMS3	1394.5772
RIMS4	567.0422
RIN1	185.4649
RIN2	210.9694
RIN3	77.5040
RING1	3165.7794
RINL	215.1789
RINT1	1391.8534
RIOK1	799.8019
RIOK2	157.2366
RIOK3	1120.4655
RIPK1	418.4722
RIPK2	95.0848
RIPK3	43.0853
RIPK4	2.4762
RIPPLY1	7.4285
RIPPLY2	405.1009
RIT1	298.3781
RIT2	440.0149
RLBP1	0.0000
RLF	195.8648
RLIM	287.7306
RLN1	3.4666
RLN2	5.6952
RLN3	0.0000
RLTPR	133.4654
RMI1	232.2645
RMND1	738.3930
RMND5A	511.8237
RMND5B	925.0960
RMRP	85.4278
RMST	67.1041
RNASE10	13.6189
RNASE11	0.0000
RNASE12	0.0000
RNASE13	0.9905
RNASE1	1707.3171
RNASE2	19.5617
RNASE3	0.0000
RNASE4	133.9606
RNASE6	331.8064
RNASE7	1.9809
RNASE8	0.0000
RNASE9	0.0000
RNASEH1	131.2368
RNASEH2A	918.1627
RNASEH2B	777.5164
RNASEH2C	1337.8730
RNASEK	8124.7988
RNASEL	103.7514
RNASEN	635.1368
RNASET2	496.4715
RND1	23.2760
RND2	1744.9548
RND3	700.0124
RNF103	516.5284
RNF10	2438.7768
RNF111	371.4250
RNF112	968.6765
RNF113A	455.6147
RNF113B	0.0000
RNF114	1168.2555
RNF115	227.8074
RNF11	2015.1046
RNF121	218.1503
RNF122	398.6629
RNF123	518.2617
RNF125	12.1332
RNF126P1	25.0093
RNF126	804.0114
RNF128	24.0188
RNF130	692.0886
RNF133	0.0000
RNF135	211.9599
RNF138P1	17.0856
RNF138	429.8626
RNF139	487.8049
RNF13	719.5741
RNF141	686.8887
RNF144A	863.4394
RNF144B	28.4759
RNF145	946.6386
RNF146	1635.7558
RNF148	0.0000
RNF149	481.1192
RNF14	893.1534
RNF150	48.5329
RNF151	10.8951
RNF152	29.2188
RNF157	1399.7771
RNF160	293.9210
RNF165	1394.8248
RNF166	416.2437
RNF167	3242.5405
RNF168	51.7519
RNF169	45.5615
RNF170	485.5763
RNF175	301.3495
RNF17	0.0000
RNF180	11.1428
RNF181	1361.1489
RNF182	633.4035
RNF183	1.2381
RNF185	747.0596
RNF186	0.0000
RNF187	3339.6063
RNF19A	460.0718
RNF19B	370.9298
RNF207	222.8550
RNF208	1081.5897
RNF20	978.8288
RNF212	2.9714
RNF213	717.3455
RNF214	269.4070
RNF215	466.5098
RNF216L	376.6250
RNF216	447.6910
RNF217	3.7143
RNF219	279.5592
RNF220	2004.4571
RNF222	0.0000
RNF24	116.1322
RNF25	1112.5418
RNF26	391.2344
RNF2	360.2823
RNF31	552.4328
RNF32	17.0856
RNF34	1166.2746
RNF38	268.4165
RNF39	9.6571
RNF40	2004.7047
RNF41	630.6797
RNF43	0.7429
RNF44	1625.8512
RNF4	586.8516
RNF5P1	457.5956
RNF5	2260.4928
RNF6	242.6644
RNF7	1680.3269
RNF8	179.7697
RNFT1	317.4446
RNFT2	1256.9023
RNGTT	340.7206
RNH1	1892.7820
RNLS	49.5233
RNMTL1	216.9122
RNMT	712.1456
RNPC3	280.7973
RNPEPL1	815.1541
RNPEP	1366.1013
RNPS1	4893.6486
RNU11	0.0000
RNU4ATAC	0.0000
RNU5E	0.0000
RNU6ATAC	0.0000
RNY4	0.0000
RNY5	0.0000
ROBLD3	1901.9438
ROBO1	418.7198
ROBO2	143.1224
ROBO3	604.4323
ROBO4	223.8455
ROCK1	196.1124
ROCK2	85.4278
ROD1	538.8139
ROGDI	2119.5989
ROM1	869.6298
ROMO1	6488.5477
ROPN1B	46.7996
ROPN1L	12.6285
ROPN1	10.1523
ROR1	0.7429
ROR2	38.3806
RORA	80.7230
RORB	0.0000
RORC	103.9990
ROS1	0.0000
RP1-177G6.2	228.5502
RP1L1	1.9809
RP1	0.0000
RP2	74.0374
RP9P	399.9010
RP9	922.1246
RPA1	499.6905
RPA2	1269.5308
RPA3	531.3854
RPA4	3.2190
RPAIN	2826.2969
RPAP1	816.3922
RPAP2	81.7135
RPAP3	233.7502
RPE65	1.7333
RPE	278.8164
RPF1	682.6792
RPF2	729.4788
RPGRIP1L	74.7802
RPGRIP1	6.6857
RPGR	87.1611
RPH3AL	565.8041
RPH3A	178.5316
RPIA	603.9371
RPL10A	33077.6278
RPL10L	0.0000
RPL10	19910.8580
RPL11	77857.1252
RPL12	12537.5758
RPL13AP17	0.0000
RPL13AP20	486.3192
RPL13AP3	0.0000
RPL13AP6	59.6756
RPL13A	7638.9749
RPL13P5	57.6947
RPL13	32442.2434
RPL14	12796.5829
RPL15	23764.0213
RPL17	10587.8420
RPL18A	11632.5368
RPL18	18088.6468
RPL19P12	5357.1871
RPL19	116384.7963
RPL21P44	13.6189
RPL21	7488.4239
RPL22L1	230.5311
RPL22	10142.1320
RPL23AP32	51.9995
RPL23AP53	349.8824
RPL23AP64	8.9142
RPL23AP7	386.2820
RPL23AP82	861.2108
RPL23A	13471.0908
RPL23P8	9274.9783
RPL23	82536.0901
RPL24	35720.9360
RPL26L1	1139.0368
RPL26	53786.5544
RPL27A	5567.6613
RPL27	88841.4015
RPL28	7664.4794
RPL29P2	2.9714
RPL29	36341.4634
RPL30	45371.5488
RPL31P11	267.9213
RPL31	56604.1847
RPL32P3	272.8736
RPL32	21997.7714
RPL34	19748.9167
RPL35A	45609.2609
RPL35	48595.0229
RPL36AL	11221.9884
RPL36A	1321.5303
RPL36	41126.6559
RPL37A	105494.6143
RPL37	9852.6681
RPL38	105792.7448
RPL39L	1352.4824
RPL39	26409.0628
RPL3L	0.0000
RPL3	43233.1311
RPL41	97125.9131
RPL4	46823.5731
RPL5	33591.9277
RPL6	33125.9131
RPL7A	27337.6254
RPL7L1	1544.8805
RPL7	8945.8958
RPL8	75031.3235
RPL9	652.9652
RPLP0P2	14.6094
RPLP0	29589.2039
RPLP1	67840.5349
RPLP2	110438.2815
RPN1	2500.4333
RPN2	2021.7903
RPP14	232.7597
RPP21	1474.8050
RPP25	417.9770
RPP30	314.9684
RPP38	407.3295
RPP40	148.5700
RPPH1	564.5661
RPRD1A	988.4858
RPRD1B	645.2891
RPRD2	276.3402
RPRML	10.3999
RPRM	2132.2273
RPS10P7	50.0186
RPS10	14556.6423
RPS11	44268.9117
RPS12	31029.0950
RPS13	53675.8698
RPS14	44422.4341
RPS15AP10	13.1237
RPS15A	42288.7211
RPS15	25315.8351
RPS16	39370.5584
RPS17	79034.5425
RPS18	78805.0019
RPS19BP1	3043.9520
RPS19	21693.6982
RPS20	19621.8893
RPS21	61668.4413
RPS23	7925.9626
RPS24	67376.0059
RPS25	20919.8960
RPS26P11	903.0581
RPS26	3478.7669
RPS27A	30282.0354
RPS27L	1351.9871
RPS27	571.7469
RPS28	262.9689
RPS29	64654.6985
RPS2P32	131.9797
RPS2	19320.5398
RPS3A	21957.9052
RPS3	19856.1347
RPS4X	44066.3613
RPS4Y1	1620.4036
RPS4Y2	0.0000
RPS5	18811.9351
RPS6KA1	274.3593
RPS6KA2	736.6597
RPS6KA3	201.0648
RPS6KA4	274.8545
RPS6KA5	68.8374
RPS6KA6	49.0281
RPS6KB1	636.6225
RPS6KB2	991.9525
RPS6KC1	582.8897
RPS6KL1	864.9251
RPS6	37709.2980
RPS7	10808.2209
RPS8	62586.3563
RPS9	21946.7624
RPSAP52	0.0000
RPSAP58	31030.5807
RPSAP9	857.9918
RPSA	11907.3914
RPTN	0.0000
RPTOR	991.4572
RPUSD1	526.9283
RPUSD2	179.7697
RPUSD3	753.7452
RPUSD4	310.0161
RQCD1	301.1019
RRAD	80.2278
RRAGA	1334.1587
RRAGB	467.0051
RRAGC	216.4170
RRAGD	158.7223
RRAS2	270.1498
RRAS	411.7866
RRBP1	365.7299
RREB1	13.1237
RRH	19.8093
RRM1	1400.0248
RRM2B	221.8646
RRM2	285.7497
RRN3P1	90.8753
RRN3P2	5.9428
RRN3P3	42.8377
RRN3	710.4123
RRP12	1221.4931
RRP15	211.9599
RRP1B	408.3199
RRP1	1072.6755
RRP7A	480.1288
RRP7B	1174.6936
RRP8	684.1649
RRP9	390.2439
RRS1	677.9745
RS1	12.3808
RSAD1	1541.9091
RSAD2	63.1423
RSBN1L	268.4165
RSBN1	218.8932
RSC1A1	92.3610
RSF1	144.8558
RSL1D1	953.8195
RSL24D1	3822.4588
RSPH10B2	12.6285
RSPH1	115.8846
RSPH3	38.1330
RSPH4A	47.2948
RSPH6A	1.7333
RSPH9	294.9115
RSPO1	4.2095
RSPO2	0.4952
RSPO3	7.9237
RSPO4	366.2251
RSPRY1	447.6910
RSRC1	141.3891
RSRC2	2251.0833
RSU1	447.9386
RTBDN	134.4559
RTCD1	662.8699
RTDR1	36.8949
RTEL1	790.3925
RTF1	683.9173
RTKN2	162.4365
RTKN	444.2243
RTL1	144.3605
RTN1	15873.2203
RTN2	1388.6344
RTN3	10153.2747
RTN4IP1	66.6089
RTN4RL1	35.6568
RTN4RL2	203.2933
RTN4R	152.2843
RTN4	4292.4353
RTP1	1.2381
RTP2	0.0000
RTP3	0.0000
RTP4	73.5422
RTTN	242.6644
RUFY1	540.7948
RUFY2	1016.9617
RUFY3	2419.2151
RUFY4	30.9521
RUNDC1	536.8330
RUNDC2A	12.6285
RUNDC2C	36.6473
RUNDC3A	11867.0298
RUNDC3B	584.8706
RUNX1T1	120.3417
RUNX1	159.2175
RUNX2	15.1046
RUNX3	47.7900
RUSC1	2147.0843
RUSC2	577.4421
RUVBL1	1179.3983
RUVBL2	1419.5865
RWDD1	1031.3235
RWDD2A	382.3202
RWDD2B	683.9173
RWDD3	1074.4088
RWDD4A	490.2810
RXFP1	1.2381
RXFP2	0.0000
RXFP3	0.0000
RXFP4	0.0000
RXRA	181.0078
RXRB	1846.4777
RXRG	4.2095
RYBP	578.9278
RYK	348.3967
RYR1	55.7138
RYR2	327.3493
RYR3	2.9714
S100A10	569.5184
S100A11	2737.8977
S100A12	0.0000
S100A13	689.3649
S100A14	3.2190
S100A16	615.5751
S100A1	24.5141
S100A2	29.4664
S100A3	79.7326
S100A4	1818.7446
S100A5	0.0000
S100A6	12913.9532
S100A7A	0.0000
S100A7L2	0.0000
S100A7	169.1222
S100A8	104.7419
S100A9	426.8912
S100B	114.6465
S100G	0.0000
S100PBP	601.4609
S100P	0.0000
S100Z	5.6952
S1PR1	153.2747
S1PR2	69.3327
S1PR3	62.6470
S1PR4	19.5617
S1PR5	48.5329
SAA1	3.4666
SAA2	0.0000
SAA3P	0.0000
SAA4	0.0000
SAAL1	525.1950
SAC3D1	1285.8735
SACM1L	697.2886
SACS	306.3018
SAE1	1001.3619
SAFB2	880.5249
SAFB	1773.4307
SAGE1	0.0000
SAG	1.7333
SALL1	6.1904
SALL2	536.5854
SALL3	0.0000
SALL4	29.2188
SAMD10	471.2146
SAMD11	2918.9055
SAMD12	1.7333
SAMD13	21.0474
SAMD14	1461.6813
SAMD1	877.5535
SAMD3	30.7045
SAMD4A	146.8367
SAMD4B	592.7944
SAMD5	4.2095
SAMD7	0.0000
SAMD8	60.4185
SAMD9L	90.3801
SAMD9	40.8568
SAMHD1	224.3407
SAMM50	1197.9695
SAMSN1	82.2087
SAP130	493.0048
SAP18	1496.1000
SAP30BP	3127.8940
SAP30L	387.7677
SAP30	228.0550
SAPS1	593.2896
SAPS2	1347.0348
SAPS3	1782.0973
SAR1A	1547.3567
SAR1B	296.6448
SARDH	149.0652
SARM1	727.7455
SARNP	2137.1796
SARS2	455.3671
SARS	2955.3052
SART1	1439.8910
SART3	1335.3968
SASH1	53.4852
SASH3	106.9704
SASS6	147.3319
SAT1	4037.3901
SAT2	1771.2022
SATB1	899.3438
SATB2	5.9428
SATL1	38.6282
SAV1	189.6744
SBDSP1	839.9158
SBDS	1766.7451
SBF1P1	27.2378
SBF1	1405.2247
SBF2	1812.8018
SBK1	1156.6176
SBK2	0.0000
SBNO1	124.7988
SBNO2	394.9486
SBSN	0.7429
SC4MOL	1038.0092
SC5DL	237.7120
SC65	489.0430
SCAF1	452.3957
SCAI	108.2085
SCAMP1	720.3169
SCAMP2	803.5162
SCAMP3	2477.4050
SCAMP4	1174.6936
SCAMP5	4186.4554
SCAND1	2791.3829
SCAND2	187.9411
SCAND3	63.3899
SCAPER	290.2068
SCAP	1225.9502
SCARA3	145.8462
SCARA5	1.4857
SCARB1	597.0038
SCARB2	1347.2824
SCARF1	95.8277
SCARF2	114.6465
SCARNA10	137.9225
SCARNA11	0.0000
SCARNA12	438.0339
SCARNA14	0.0000
SCARNA15	779.0021
SCARNA16	187.1982
SCARNA17	142.8748
SCARNA18	0.0000
SCARNA1	0.0000
SCARNA20	0.0000
SCARNA21	0.0000
SCARNA22	949.6100
SCARNA23	0.0000
SCARNA27	0.0000
SCARNA2	77.2564
SCARNA3	0.0000
SCARNA4	0.0000
SCARNA5	37.8854
SCARNA6	28.2283
SCARNA7	122.0750
SCARNA8	0.0000
SCARNA9L	0.0000
SCARNA9	37.8854
SCCPDH	1443.1101
SCD5	169.8650
SCD	1075.6469
SCEL	1.9809
SCFD1	860.2204
SCFD2	155.9985
SCG2	14784.4497
SCG3	2087.1611
SCG5	4120.5893
SCGB1A1	5.4476
SCGB1C1	0.0000
SCGB1D1	0.0000
SCGB1D2	15.5999
SCGB1D4	0.0000
SCGB2A1	0.0000
SCGB2A2	0.0000
SCGB3A1	23.2760
SCGB3A2	0.0000
SCGBL	26.9902
SCGN	0.0000
SCHIP1	1426.5197
SCIN	16.3427
SCLT1	407.8247
SCLY	306.5495
SCMH1	771.3260
SCML1	237.2168
SCML2	118.3608
SCML4	274.6069
SCN10A	0.7429
SCN11A	29.7140
SCN1A	4.9523
SCN1B	84.9325
SCN2A	331.3111
SCN2B	10.8951
SCN3A	872.3536
SCN3B	976.8478
SCN4A	6.9333
SCN4B	41.3520
SCN5A	25.5045
SCN7A	234.9882
SCN8A	69.8279
SCN9A	558.6233
SCNM1	1418.5960
SCNN1A	1.9809
SCNN1B	4.4571
SCNN1D	471.4622
SCNN1G	0.4952
SCO1	491.0239
SCO2	1454.0052
SCOC	2810.6970
SCP2	1654.8223
SCPEP1	1598.1181
SCRG1	96.5705
SCRIB	913.7056
SCRN1	1462.9194
SCRN2	2025.0093
SCRN3	450.9100
SCRT1	563.5756
SCRT2	42.0948
SCTR	0.9905
SCT	44.0758
SCUBE1	311.5018
SCUBE2	30.2092
SCUBE3	5.6952
SCXB	195.6172
SCYL1	1859.8490
SCYL2	525.4426
SCYL3	196.8553
SDAD1	572.7374
SDC1	134.9511
SDC2	425.9007
SDC3	1404.4819
SDC4P	0.0000
SDC4	110.6847
SDCBP2	258.2642
SDCBP	1637.7368
SDCCAG1	947.3815
SDCCAG3	1085.7992
SDCCAG8	1243.0358
SDF2L1	396.4343
SDF2	1479.7573
SDF4	1575.8326
SDHAF1	897.3629
SDHAF2	1606.5371
SDHAP1	362.5108
SDHAP2	247.8643
SDHAP3	924.3531
SDHA	900.5819
SDHB	1316.3303
SDHC	602.2038
SDHD	810.4494
SDK1	415.0056
SDK2	86.1706
SDPR	91.1229
SDR16C5	0.0000
SDR39U1	2957.0385
SDR42E1	0.4952
SDR9C7	10.6475
SDSL	172.5888
SDS	58.4375
SEBOX	0.0000
SEC11A	3881.1440
SEC11C	3597.3753
SEC13	2283.0259
SEC14L1	722.0503
SEC14L2	39.6187
SEC14L3	0.0000
SEC14L4	0.0000
SEC14L5	0.2476
SEC16A	1541.1663
SEC16B	15.8475
SEC1	1.2381
SEC22A	289.9591
SEC22B	607.6514
SEC22C	668.5651
SEC23A	400.3962
SEC23B	609.6323
SEC23IP	586.3563
SEC24A	143.3701
SEC24B	325.6159
SEC24C	2560.1090
SEC24D	255.7880
SEC31A	2146.5891
SEC31B	669.8031
SEC61A1	3002.3524
SEC61A2	946.3910
SEC61B	3670.6698
SEC61G	6110.4370
SEC62	1088.0277
SEC63	507.1190
SECISBP2L	282.0354
SECISBP2	1178.9031
SECTM1	60.6661
SEH1L	618.2989
SEL1L2	0.7429
SEL1L3	232.0168
SEL1L	335.2730
SELENBP1	70.3231
SELE	14.1142
SELK	955.0576
SELL	76.2659
SELM	978.3335
SELO	1664.4794
SELPLG	172.5888
SELP	98.5514
SELS	1815.7732
SELT	798.3162
SELV	2.7238
SEMA3A	338.9872
SEMA3B	582.3945
SEMA3C	63.6375
SEMA3D	775.2879
SEMA3E	153.7700
SEMA3F	116.8751
SEMA3G	243.6548
SEMA4A	141.1415
SEMA4B	656.1842
SEMA4C	779.2497
SEMA4D	795.0972
SEMA4F	695.8029
SEMA4G	202.5505
SEMA5A	85.9230
SEMA5B	323.3874
SEMA6A	609.1371
SEMA6B	104.7419
SEMA6C	750.2786
SEMA6D	511.3285
SEMA7A	61.4089
SEMG1	0.0000
SEMG2	0.0000
SENP1	223.8455
SENP2	466.2622
SENP3	871.3631
SENP5	444.2243
SENP6	786.4306
SENP7	898.3533
SENP8	38.8758
SEP15	2445.2148
SEPHS1	762.6594
SEPHS2	1477.7764
SEPN1	924.3531
SEPP1	1666.9556
SEPSECS	160.4556
SEPT10	250.3405
SEPT11	555.8995
SEPT12	63.8851
SEPT14	0.0000
SEPT1	292.4353
SEPT2	4454.8719
SEPT3	2470.2241
SEPT4	1129.1321
SEPT5	3229.6645
SEPT6	3521.1093
SEPT7L	5.4476
SEPT7P2	586.3563
SEPT7	2920.1436
SEPT8	1194.9981
SEPT9	3604.3085
SEPW1	2289.2163
SEPX1	425.1579
SERAC1	140.1510
SERBP1	1391.3582
SERF1A	3434.4435
SERF2	3877.9250
SERGEF	1526.5569
SERHL2	28.7235
SERHL	103.0085
SERINC1	7308.9018
SERINC2	118.3608
SERINC3	1953.9433
SERINC4	67.5994
SERINC5	28.7235
SERP1	708.4313
SERP2	1066.7327
SERPINA10	0.0000
SERPINA11	0.9905
SERPINA12	13.1237
SERPINA13	0.0000
SERPINA1	95.3324
SERPINA3	15.5999
SERPINA4	0.0000
SERPINA5	300.8543
SERPINA6	12.3808
SERPINA7	0.0000
SERPINA9	29.4664
SERPINB10	0.0000
SERPINB11	1.4857
SERPINB12	0.0000
SERPINB13	0.0000
SERPINB1	533.6140
SERPINB2	0.0000
SERPINB3	0.9905
SERPINB4	0.0000
SERPINB5	0.0000
SERPINB6	2586.8516
SERPINB7	0.0000
SERPINB8	114.6465
SERPINB9	200.0743
SERPINC1	0.9905
SERPIND1	0.0000
SERPINE1	212.2075
SERPINE2	2532.1283
SERPINE3	2.4762
SERPINF1	1039.4949
SERPINF2	99.0467
SERPING1	1902.4390
SERPINH1	1163.7984
SERPINI1	69.5803
SERPINI2	0.0000
SERTAD1	167.3889
SERTAD2	161.4461
SERTAD3	280.0545
SERTAD4	137.4273
SESN1	741.8596
SESN2	145.1034
SESN3	84.4373
SESTD1	256.0357
SETBP1	154.5128
SETD1A	363.0061
SETD1B	271.3879
SETD2	1541.9091
SETD3	664.8508
SETD4	380.8345
SETD5	730.4692
SETD6	411.7866
SETD7	227.3121
SETD8	819.3636
SETDB1	824.0683
SETDB2	131.2368
SETMAR	408.8152
SETX	334.0349
SET	5609.2609
SEZ6L2	2458.3385
SEZ6L	204.5314
SEZ6	1413.3961
SF1	7600.0990
SF3A1	838.1825
SF3A2	2066.8565
SF3A3	1280.9211
SF3B14	3042.2186
SF3B1	3806.6114
SF3B2	5572.3660
SF3B3	609.8799
SF3B4	2683.1744
SF3B5	4210.4742
SF4	1204.6552
SFI1	689.8601
SFMBT1	102.7609
SFMBT2	14.6094
SFN	39.6187
SFPQ	5519.3760
SFRP1	710.9075
SFRP2	204.0362
SFRP4	529.6521
SFRP5	11.1428
SFRS11	3650.1176
SFRS12IP1	244.1501
SFRS12	573.2326
SFRS13A	1951.4671
SFRS13B	234.7406
SFRS14	1565.6803
SFRS15	376.1298
SFRS16	1489.9096
SFRS17A	727.7455
SFRS18	4109.1990
SFRS1	3373.5298
SFRS2B	398.9105
SFRS2IP	336.2635
SFRS2	9020.1808
SFRS3	3073.6660
SFRS4	2193.3886
SFRS5	5805.6209
SFRS6	3853.6585
SFRS7	2087.1611
SFRS8	2896.3724
SFRS9	7374.5202
SFT2D1	830.2588
SFT2D2	24.0188
SFT2D3	224.0931
SFTA1P	18.3236
SFTA2	4.9523
SFTA3	0.0000
SFTPA1	0.0000
SFTPA2	7.4285
SFTPB	0.4952
SFTPC	12.6285
SFTPD	40.6091
SFXN1	765.6308
SFXN2	123.0655
SFXN3	818.3732
SFXN4	676.2412
SFXN5	134.7035
SGCA	0.9905
SGCB	867.4013
SGCD	26.2474
SGCE	3123.1893
SGCG	16.5903
SGCZ	12.3808
SGEF	20.0570
SGIP1	903.5533
SGK196	16.0951
SGK1	276.8355
SGK223	66.1137
SGK269	142.1320
SGK2	109.6942
SGK3	29.7140
SGK494	535.8425
SGMS1	197.3505
SGMS2	7.1809
SGOL1	65.1232
SGOL2	58.1899
SGPL1	919.4008
SGPP1	134.4559
SGPP2	185.2173
SGSH	1040.7329
SGSM1	545.0043
SGSM2	3730.5930
SGSM3	1540.1758
SGTA	2207.2552
SGTB	164.1699
SH2B1	1955.6766
SH2B2	442.4910
SH2B3	283.2735
SH2D1A	25.2569
SH2D1B	2.4762
SH2D2A	51.9995
SH2D3A	6.4380
SH2D3C	1416.8627
SH2D4A	8.4190
SH2D4B	2.2286
SH2D5	137.6749
SH2D6	5.4476
SH2D7	5.4476
SH3BGRL2	319.6731
SH3BGRL3	3448.8052
SH3BGRL	508.3571
SH3BGR	120.3417
SH3BP1	207.5028
SH3BP2	499.9381
SH3BP4	326.3588
SH3BP5L	1153.1509
SH3BP5	2079.9802
SH3D19	89.8849
SH3D20	9.1618
SH3GL1	1246.0072
SH3GL2	41.8472
SH3GL3	321.4065
SH3GLB1	682.1840
SH3GLB2	2025.5045
SH3KBP1	256.2833
SH3PXD2A	542.0329
SH3PXD2B	148.5700
SH3RF1	95.0848
SH3RF2	1.7333
SH3RF3	19.0665
SH3TC1	71.0660
SH3TC2	2.9714
SH3YL1	708.6790
SHANK1	78.9897
SHANK2	325.3683
SHANK3	344.6824
SHARPIN	849.3252
SHBG	5.4476
SHB	49.7710
SHC1	1689.4887
SHC2	6551.9376
SHC3	0.0000
SHC4	16.0951
SHCBP1	70.8184
SHD	3952.7052
SHE	27.7331
SHFM1	10022.7807
SHF	1602.0800
SHH	0.0000
SHISA2	40.3615
SHISA3	62.3994
SHISA4	1133.0940
SHISA5	3139.2844
SHISA6	0.0000
SHISA7	123.5607
SHISA9	89.6372
SHKBP1	716.3551
SHMT1	246.1310
SHMT2	1001.6095
SHOC2	500.9286
SHOX2	49.0281
SHOX	0.4952
SHPK	83.6944
SHPRH	85.4278
SHQ1	284.5116
SHROOM1	180.7602
SHROOM2	56.9518
SHROOM3	3.7143
SHROOM4	13.6189
SIAE	166.6460
SIAH1	888.2011
SIAH2	383.0630
SIAH3	4.2095
SIDT1	44.0758
SIDT2	416.9865
SIGIRR	138.9130
SIGLEC10	59.4280
SIGLEC11	6.6857
SIGLEC12	3.4666
SIGLEC14	15.8475
SIGLEC15	0.0000
SIGLEC16	3.9619
SIGLEC1	118.6084
SIGLEC5	5.6952
SIGLEC6	0.0000
SIGLEC7	54.9709
SIGLEC8	37.6377
SIGLEC9	42.3425
SIGLECP3	3.2190
SIGMAR1	959.2671
SIK1	200.5695
SIK2	81.4659
SIK3	224.5883
SIKE1	370.4346
SIL1	325.6159
SILV	39.8663
SIM1	0.0000
SIM2	85.1801
SIN3A	437.2911
SIN3B	1285.8735
SIP1	385.0440
SIPA1L1	94.0943
SIPA1L2	383.3106
SIPA1L3	130.2464
SIPA1	263.7118
SIRPA	391.4820
SIRPB1	1.2381
SIRPB2	18.5713
SIRPD	0.0000
SIRPG	34.4187
SIRT1	448.4338
SIRT2	966.6956
SIRT3	4523.4617
SIRT4	191.9029
SIRT5	241.4263
SIRT6	766.6213
SIRT7	1026.8664
SIT1	51.5043
SIVA1	1258.6356
SIX1	5.4476
SIX2	2.7238
SIX3	170.3603
SIX4	0.9905
SIX5	43.0853
SIX6	0.9905
SI	0.2476
SKA1	170.8555
SKA2	1197.2267
SKA3	160.7032
SKAP1	74.5326
SKAP2	56.9518
SKIL	97.0657
SKINTL	4.2095
SKIV2L2	367.2156
SKIV2L	463.5384
SKI	501.1762
SKP1	4182.9887
SKP2	98.5514
SLA2	25.2569
SLAIN1	576.9469
SLAIN2	258.7594
SLAMF1	7.9237
SLAMF6	16.0951
SLAMF7	69.5803
SLAMF8	160.4556
SLAMF9	0.0000
SLA	100.0371
SLBP	1160.3318
SLC10A1	0.0000
SLC10A2	0.0000
SLC10A3	215.4265
SLC10A4	951.3433
SLC10A5	80.2278
SLC10A6	0.9905
SLC10A7	59.1804
SLC11A1	14.1142
SLC11A2	460.5670
SLC12A1	2.7238
SLC12A2	141.8844
SLC12A3	0.4952
SLC12A4	111.1799
SLC12A5	71.8088
SLC12A6	378.6059
SLC12A7	81.9611
SLC12A8	32.9330
SLC12A9	847.0967
SLC13A1	0.7429
SLC13A2	2.7238
SLC13A3	56.4566
SLC13A4	36.3997
SLC13A5	0.4952
SLC14A1	7.1809
SLC14A2	0.7429
SLC15A1	0.0000
SLC15A2	20.3046
SLC15A3	233.2549
SLC15A4	643.8034
SLC16A10	146.5891
SLC16A11	5.9428
SLC16A12	1.4857
SLC16A13	5.2000
SLC16A14	76.2659
SLC16A1	229.2931
SLC16A2	286.4925
SLC16A3	143.3701
SLC16A4	32.9330
SLC16A5	45.0662
SLC16A6	4.9523
SLC16A7	5.6952
SLC16A8	11.8856
SLC16A9	103.0085
SLC17A1	0.0000
SLC17A2	0.0000
SLC17A3	0.0000
SLC17A4	0.0000
SLC17A5	187.9411
SLC17A6	0.0000
SLC17A7	6.6857
SLC17A8	3.7143
SLC17A9	379.1012
SLC18A1	223.1026
SLC18A2	437.5387
SLC18A3	1007.0571
SLC19A1	224.0931
SLC19A2	91.3706
SLC19A3	15.5999
SLC1A1	37.8854
SLC1A2	178.5316
SLC1A3	55.4661
SLC1A4	504.3952
SLC1A5	287.2354
SLC1A6	0.0000
SLC1A7	14.6094
SLC20A1	706.2028
SLC20A2	315.7113
SLC22A10	18.8189
SLC22A11	0.0000
SLC22A12	0.0000
SLC22A13	0.4952
SLC22A14	9.9047
SLC22A15	74.0374
SLC22A16	0.0000
SLC22A17	6042.8377
SLC22A18AS	6.9333
SLC22A18	68.8374
SLC22A1	0.0000
SLC22A20	77.2564
SLC22A23	183.7316
SLC22A24	0.0000
SLC22A25	0.0000
SLC22A2	0.0000
SLC22A3	5.9428
SLC22A4	49.5233
SLC22A5	210.7218
SLC22A6	0.0000
SLC22A7	15.8475
SLC22A8	4.9523
SLC22A9	8.4190
SLC23A1	8.1714
SLC23A2	567.5375
SLC23A3	9.9047
SLC24A1	94.3420
SLC24A2	0.7429
SLC24A3	44.5710
SLC24A4	2.9714
SLC24A5	540.5472
SLC24A6	158.9699
SLC25A10	971.8955
SLC25A11	949.3624
SLC25A12	424.4150
SLC25A13	615.3275
SLC25A14	1169.7412
SLC25A15	147.3319
SLC25A16	176.3031
SLC25A17	957.7814
SLC25A18	81.4659
SLC25A19	242.6644
SLC25A1	2658.9080
SLC25A20	481.1192
SLC25A21	0.0000
SLC25A22	1922.7436
SLC25A23	717.5932
SLC25A24	241.9215
SLC25A25	519.0046
SLC25A26	395.6915
SLC25A27	426.6436
SLC25A28	1316.3303
SLC25A29	1538.1949
SLC25A2	3.2190
SLC25A30	74.2850
SLC25A31	0.0000
SLC25A32	283.2735
SLC25A33	153.0271
SLC25A34	149.0652
SLC25A35	117.6179
SLC25A36	1469.6051
SLC25A37	178.5316
SLC25A38	579.6707
SLC25A39	5055.0947
SLC25A3	8411.0437
SLC25A40	112.4180
SLC25A41	15.8475
